Campaign	Event	SampleNr	StartTime	EndTime	TimeFlag	Station	AreaType	StartLat	StartLon	EndLat	EndLon	PosFlag	Datum	WaterDepth	RefDepth	SDepth	SDepthFlag	Gear	Number	Parameter	Matrix	RepNr	Value	Unit	DetlimFlag	QualityFlag	Method	AnalysisDate	Project	Remarks	Acknowledgments
BE2010/01A	2010-01-27 09:46	76950	2010-01-27 09:46		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	27	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 09:46	76898	2010-01-27 09:46		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	60.53	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 09:46	76898	2010-01-27 09:46		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	3.42	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76956	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	7.7	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76904	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	1.51	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76904	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	91	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76956	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	71.17	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76956	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	72	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76904	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.18	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76904	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	1.45	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76956	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	28.9245	ppt		Suspect	13		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76904	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	2	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76956	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	38	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76904	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	28.4	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2010/01A	2010-01-27 12:08	76904	2010-01-27 12:08		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	2.96	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76989	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	10.3	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76937	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	2.43	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76937	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	2.3	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76937	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	90	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76989	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	61.28	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76989	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	62	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76937	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	0.23	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76937	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.34	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76937	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	2.4	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76989	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	30.3499	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76937	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	1.6	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76989	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	26	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76937	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	70.27	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 11:20	76937	2010-03-08 11:20		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	4.7	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76993	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	3.4	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76941	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	2.32	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76941	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	1.17	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76941	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	53	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76993	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	36.65	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76993	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	37	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76941	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	0.05	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76941	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.117	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76941	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	0.9	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76993	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	32.4907	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76941	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	1.08	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76993	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	14.1	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76941	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	8.5	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 12:58	76941	2010-03-08 12:58		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	2.07	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76995	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	0.27	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76943	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	3.29	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76943	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	1.6	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76943	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	28	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76995	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	19.75	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76995	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	20	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76943	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	0.08	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76943	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.117	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76943	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	0.75	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76995	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	33.4008	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76943	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	0.68	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76995	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	3.1	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76943	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	4	mg/l		Suspect	7		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-08 19:03	76943	2010-03-08 19:03		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	2.35	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-09 05:22	76992	2010-03-09 05:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	7.4	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-09 05:22	76940	2010-03-09 05:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	1.28	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-09 05:22	76940	2010-03-09 05:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	1.49	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-09 05:22	76940	2010-03-09 05:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	71	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-09 05:22	76992	2010-03-09 05:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	60.17	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-09 05:22	76992	2010-03-09 05:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	61	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-09 05:22	76940	2010-03-09 05:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	0.06	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-09 05:22	76940	2010-03-09 05:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.16	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2010/06B	2010-03-09 05:22	76940	2010-03-09 05:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	0.92	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
